Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/28/2025 - 04:10:45,SCI,-30.60,,41.10,11.53,15.05
Sample 00002 05/28/2025 - 04:10:48,SCI,-30.68,,41.30,11.85,14.66
Sample 00003 05/28/2025 - 04:10:52,SCI,-29.30,,41.54,11.22,15.07
