Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/10/2025 - 05:07:33,SCI,-75.91,,27.04,4.59,5.77
Sample 00002 01/10/2025 - 05:07:38,SCI,-75.81,,27.07,4.57,5.80
Sample 00003 01/10/2025 - 05:07:43,SCI,-75.87,,27.05,4.54,5.78
