Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/24/2025 - 02:33:19,SCI,-9.01,,47.23,9.43,17.50
Sample 00002 04/24/2025 - 02:33:24,SCI,-9.56,,47.05,9.52,17.49
Sample 00003 04/24/2025 - 02:33:28,SCI,-9.14,,47.19,9.40,17.44
