Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/20/2025 - 10:53:51,SCI,-56.10,,32.95,9.44,11.46
Sample 00002 05/20/2025 - 10:53:56,SCI,-55.89,,32.97,9.40,11.53
Sample 00003 05/20/2025 - 10:54:01,SCI,-56.12,,32.89,9.29,11.49
