Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/15/2025 - 02:54:09,SCI,-31.33,,41.63,10.56,13.76
Sample 00002 05/15/2025 - 02:54:13,SCI,-31.00,,41.69,10.31,13.82
Sample 00003 05/15/2025 - 02:54:17,SCI,-31.26,,41.66,10.34,13.74
