Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/04/2025 - 05:47:25,SCI,-37.35,,39.94,7.75,13.18
Sample 00002 06/04/2025 - 05:47:30,SCI,-37.39,,39.93,7.80,13.18
Sample 00003 06/04/2025 - 05:47:34,SCI,-36.90,,40.09,7.86,13.19
