Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/19/2025 - 04:47:13,SCI,-8.91,,47.32,11.10,17.07
Sample 00005 06/19/2025 - 04:47:18,SCI,-9.85,,47.07,11.09,16.89
Sample 00006 06/19/2025 - 04:47:22,SCI,-10.64,,46.86,11.06,16.73
