Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/27/2025 - 07:55:28,SCI,-60.81,,32.74,7.23,9.64
Sample 00002 06/27/2025 - 07:55:33,SCI,-60.89,,32.84,7.01,9.55
Sample 00003 06/27/2025 - 07:55:37,SCI,-60.61,,33.11,6.99,9.51
