Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 05/27/2025 - 07:11:45,SCI,-43.36,,37.51,7.54,13.22
Sample 00004 05/27/2025 - 07:11:49,SCI,-43.06,,37.62,7.57,13.24
Sample 00005 05/27/2025 - 07:11:53,SCI,-42.63,,37.74,7.57,13.32
