Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/27/2025 - 02:58:52,SCI,-46.04,,37.43,7.66,12.12
Sample 00002 06/27/2025 - 02:58:56,SCI,-45.80,,37.50,7.62,12.16
Sample 00003 06/27/2025 - 02:59:00,SCI,-45.25,,37.66,7.59,12.23
