Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 06/30/2025 - 02:47:42,SCI,-45.81,,36.69,8.81,12.94
Sample 00004 06/30/2025 - 02:47:46,SCI,-46.19,,36.53,8.76,12.92
Sample 00005 06/30/2025 - 02:47:51,SCI,-45.55,,36.80,8.72,12.94
