Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/11/2025 - 10:05:14,SCI,8.92,,52.14,5.49,13.64
Sample 00002 06/11/2025 - 10:05:18,SCI,8.02,,51.89,5.34,13.43
Sample 00003 06/11/2025 - 10:05:22,SCI,7.99,,51.87,5.17,13.33
