Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/20/2025 - 05:42:52,SCI,-70.80,,26.37,6.91,8.23
Sample 00002 05/20/2025 - 05:42:56,SCI,-70.62,,26.53,6.94,8.26
Sample 00003 05/20/2025 - 05:43:00,SCI,-70.71,,26.47,6.95,8.24
