Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/27/2025 - 09:19:49,SCI,-58.75,,31.58,8.43,11.18
Sample 00002 06/27/2025 - 09:19:53,SCI,-59.07,,31.57,8.46,11.05
Sample 00003 06/27/2025 - 09:19:58,SCI,-58.71,,31.63,8.46,11.17
