Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00012 04/24/2025 - 04:56:26,SCI,-60.82,,31.37,8.04,10.40
Sample 00013 04/24/2025 - 04:56:30,SCI,-61.44,,30.87,7.93,10.41
Sample 00014 04/24/2025 - 04:56:34,SCI,-61.08,,31.04,7.94,10.47
