Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/09/2025 - 06:30:45,SCI,-72.34,,22.12,6.69,8.88
Sample 00002 01/09/2025 - 06:30:48,SCI,-72.70,,21.76,6.58,8.80
Sample 00003 01/09/2025 - 06:30:52,SCI,-73.07,,21.09,6.48,8.80
