Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/10/2025 - 04:36:17,SCI,-52.41,,35.81,8.32,10.93
Sample 00002 06/10/2025 - 04:36:21,SCI,-51.99,,36.04,8.22,10.91
Sample 00003 06/10/2025 - 04:36:25,SCI,-52.62,,35.85,7.92,10.81
