Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 05/08/2025 - 06:12:23,SCI,-39.67,,38.55,9.14,13.80
Sample 00007 05/08/2025 - 06:12:27,SCI,-38.71,,38.89,8.98,13.86
Sample 00008 05/08/2025 - 06:12:31,SCI,-38.16,,39.06,8.91,13.92
