Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 01/09/2025 - 06:51:17,SCI,-79.70,,10.71,5.54,7.14
Sample 00004 01/09/2025 - 06:51:22,SCI,-79.35,,11.27,5.71,7.29
Sample 00005 01/09/2025 - 06:51:26,SCI,-78.57,,12.08,5.87,7.66
