Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00021 05/06/2025 - 03:43:38,SCI,-55.77,,34.86,7.44,10.30
Sample 00022 05/06/2025 - 03:43:42,SCI,-55.58,,34.88,7.52,10.36
Sample 00023 05/06/2025 - 03:43:47,SCI,-56.22,,34.72,7.49,10.22
