Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/11/2025 - 07:20:42,SCI,27.36,,59.93,10.02,19.20
Sample 00002 06/11/2025 - 07:20:47,SCI,27.65,,60.08,10.44,19.23
Sample 00003 06/11/2025 - 07:20:52,SCI,27.71,,59.91,10.21,18.87
