Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/30/2025 - 03:36:49,SCI,-60.29,,30.75,8.61,10.98
Sample 00002 04/30/2025 - 03:36:55,SCI,-59.80,,30.96,8.75,11.08
Sample 00003 04/30/2025 - 03:36:59,SCI,-58.78,,31.27,8.99,11.35
