Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/17/2025 - 05:59:00,SCI,-44.69,,35.49,10.83,14.67
Sample 00002 04/17/2025 - 05:59:05,SCI,-45.07,,35.29,10.67,14.68
Sample 00003 04/17/2025 - 05:59:09,SCI,-44.96,,35.34,10.61,14.68
