Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/04/2025 - 04:34:00,SCI,-41.97,,38.31,7.53,13.00
Sample 00002 06/04/2025 - 04:34:04,SCI,-40.31,,38.88,7.87,13.10
Sample 00003 06/04/2025 - 04:34:09,SCI,-41.55,,38.44,7.67,13.04
