Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 04/30/2025 - 04:24:36,SCI,-7.50,,47.71,8.82,17.37
Sample 00004 04/30/2025 - 04:24:40,SCI,-6.81,,47.96,8.58,17.09
Sample 00005 04/30/2025 - 04:24:45,SCI,-6.83,,47.95,8.35,17.14
