Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/22/2025 - 05:28:50,SCI,-47.74,,34.14,10.75,14.41
Sample 00002 04/22/2025 - 05:28:54,SCI,-48.37,,33.78,10.55,14.42
Sample 00003 04/22/2025 - 05:28:58,SCI,-48.91,,33.53,10.42,14.36
