Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/24/2025 - 04:59:57,SCI,-25.27,,42.28,9.22,16.36
Sample 00002 04/24/2025 - 05:00:02,SCI,-23.38,,42.79,9.22,16.67
Sample 00003 04/24/2025 - 05:00:06,SCI,-23.43,,42.81,9.24,16.58
Sample 00004 04/24/2025 - 05:00:10,SCI,-23.97,,42.71,9.27,16.39
