Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/30/2025 - 02:58:50,SCI,-60.05,,32.22,8.13,10.24
Sample 00002 04/30/2025 - 02:58:55,SCI,-59.78,,32.35,8.16,10.28
Sample 00003 04/30/2025 - 02:58:59,SCI,-59.54,,32.45,8.15,10.32
