Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00007 01/10/2025 - 02:17:39,SCI,-9.10,,47.47,7.60,15.82
Sample 00008 01/10/2025 - 02:17:44,SCI,-8.78,,47.59,8.71,15.57
Sample 00009 01/10/2025 - 02:17:50,SCI,-9.19,,47.48,9.45,15.56
