Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/15/2025 - 05:05:10,SCI,-47.53,,35.45,9.21,13.32
Sample 00002 04/15/2025 - 05:05:16,SCI,-47.57,,35.45,9.20,13.30
Sample 00003 04/15/2025 - 05:05:20,SCI,-46.93,,35.71,9.23,13.36
