Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/22/2025 - 02:23:00,SCI,-15.27,,45.09,10.16,18.00
Sample 00002 04/22/2025 - 02:23:05,SCI,-15.25,,45.09,10.02,18.00
Sample 00003 04/22/2025 - 02:23:09,SCI,-14.80,,45.23,10.00,18.06
