Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/03/2025 - 04:09:33,SCI,-41.64,,37.75,10.12,13.78
Sample 00005 06/03/2025 - 04:09:38,SCI,-41.39,,37.86,10.08,13.77
Sample 00006 06/03/2025 - 04:09:42,SCI,-41.13,,37.90,10.04,13.86
