Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/22/2025 - 02:46:08,SCI,-51.70,,33.48,9.71,13.05
Sample 00002 04/22/2025 - 02:46:13,SCI,-51.83,,33.33,9.62,13.11
Sample 00003 04/22/2025 - 02:46:17,SCI,-51.60,,33.46,9.60,13.12
