Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/10/2025 - 06:29:22,SCI,-18.03,,44.63,9.04,16.49
Sample 00002 06/10/2025 - 06:29:27,SCI,-16.96,,44.92,9.00,16.64
Sample 00003 06/10/2025 - 06:29:31,SCI,-16.99,,44.92,8.95,16.62
