Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 05/20/2025 - 07:16:40,SCI,-65.50,,25.28,8.37,11.27
Sample 00006 05/20/2025 - 07:16:44,SCI,-65.43,,25.46,8.46,11.22
Sample 00007 05/20/2025 - 07:16:48,SCI,-65.47,,25.36,8.38,11.24
