Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00007 04/22/2025 - 04:41:51,SCI,-20.91,,43.33,10.30,17.45
Sample 00008 04/22/2025 - 04:41:55,SCI,-21.10,,43.30,10.25,17.37
Sample 00009 04/22/2025 - 04:42:00,SCI,-21.33,,43.28,10.10,17.20
