Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/15/2025 - 05:29:38,SCI,-51.94,,33.90,9.41,12.61
Sample 00002 04/15/2025 - 05:29:43,SCI,-51.55,,34.03,9.38,12.68
Sample 00003 04/15/2025 - 05:29:47,SCI,-51.44,,34.06,9.37,12.70
