Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 05/27/2025 - 03:44:02,SCI,-27.26,,42.22,7.77,15.10
Sample 00006 05/27/2025 - 03:44:06,SCI,-26.61,,42.39,7.52,15.19
Sample 00007 05/27/2025 - 03:44:10,SCI,-25.76,,42.75,7.49,15.02
