Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00012 05/15/2025 - 06:47:52,SCI,-78.72,,19.36,5.08,6.11
Sample 00013 05/15/2025 - 06:47:56,SCI,-78.78,,19.28,5.09,6.10
Sample 00014 05/15/2025 - 06:48:00,SCI,-79.31,,18.08,5.14,6.03
