Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/30/2025 - 03:23:08,SCI,-53.25,,32.60,9.23,12.99
Sample 00002 04/30/2025 - 03:23:12,SCI,-52.95,,32.71,9.28,13.06
Sample 00003 04/30/2025 - 03:23:17,SCI,-52.82,,32.73,9.27,13.10
