Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/08/2025 - 03:32:43,SCI,-66.67,,29.54,7.22,8.83
Sample 00002 05/08/2025 - 03:32:48,SCI,-66.62,,29.59,7.21,8.82
Sample 00003 05/08/2025 - 03:32:52,SCI,-67.29,,29.23,7.11,8.70
