Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/27/2025 - 08:06:57,SCI,-44.57,,37.91,8.77,12.27
Sample 00002 05/27/2025 - 08:07:02,SCI,-43.61,,38.34,8.69,12.25
Sample 00003 05/27/2025 - 08:07:06,SCI,-42.85,,38.58,8.58,12.30
