Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 01/10/2025 - 04:11:44,SCI,-54.07,,34.23,8.56,11.43
Sample 00007 01/10/2025 - 04:11:48,SCI,-54.48,,34.05,8.56,11.39
Sample 00008 01/10/2025 - 04:11:52,SCI,-53.79,,34.33,8.60,11.47
