Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/29/2025 - 03:18:48,SCI,-49.42,,34.64,10.22,13.15
Sample 00002 04/29/2025 - 03:18:53,SCI,-48.87,,34.86,10.27,13.23
Sample 00003 04/29/2025 - 03:18:57,SCI,-49.13,,34.78,10.32,13.17
