Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 04/22/2025 - 03:22:07,SCI,-42.44,,38.63,8.65,12.43
Sample 00005 04/22/2025 - 03:22:12,SCI,-42.54,,38.61,8.69,12.41
Sample 00006 04/22/2025 - 03:22:16,SCI,-42.76,,38.61,8.69,12.32
