Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/13/2025 - 03:15:57,SCI,-56.22,,29.86,8.67,13.48
Sample 00002 05/13/2025 - 03:16:01,SCI,-56.19,,29.94,8.69,13.43
Sample 00003 05/13/2025 - 03:16:05,SCI,-55.62,,30.24,8.78,13.52
