Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00009 12/27/2024 - 05:10:57,SCI,-44.76,,36.88,9.50,13.23
Sample 00010 12/27/2024 - 05:11:00,SCI,-45.10,,36.85,9.46,13.10
Sample 00011 12/27/2024 - 05:11:04,SCI,-45.28,,36.84,9.40,13.03
