Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00029 06/17/2025 - 06:46:59,SCI,-15.49,,45.74,8.93,15.38
Sample 00030 06/17/2025 - 06:47:03,SCI,-14.93,,45.87,8.85,15.50
Sample 00031 06/17/2025 - 06:47:08,SCI,-15.69,,45.68,9.11,15.39
