Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/10/2025 - 04:50:45,SCI,-60.00,,31.00,9.19,10.97
Sample 00002 06/10/2025 - 04:50:49,SCI,-60.07,,30.90,9.10,10.99
Sample 00003 06/10/2025 - 04:50:53,SCI,-60.04,,30.95,9.08,10.98
