Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 06/19/2025 - 04:27:55,SCI,-16.81,,45.34,8.25,15.43
Sample 00006 06/19/2025 - 04:27:59,SCI,-16.58,,45.46,8.18,15.25
Sample 00007 06/19/2025 - 04:28:03,SCI,-15.56,,45.76,7.67,15.22
