Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00002 05/08/2025 - 02:58:12,SCI,-32.31,,40.40,9.15,15.19
Sample 00003 05/08/2025 - 02:58:16,SCI,-32.72,,40.26,9.12,15.16
Sample 00004 05/08/2025 - 02:58:20,SCI,-33.17,,40.12,9.21,15.12
