Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 06/04/2025 - 05:29:59,SCI,-32.32,,39.44,10.01,16.68
Sample 00006 06/04/2025 - 05:30:02,SCI,-31.37,,39.76,9.84,16.80
Sample 00007 06/04/2025 - 05:30:07,SCI,-30.83,,39.94,9.64,16.85
