Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/28/2025 - 03:30:14,SCI,-59.16,,33.35,8.11,9.94
Sample 00002 01/28/2025 - 03:30:19,SCI,-58.78,,33.54,8.14,9.98
Sample 00003 01/28/2025 - 03:30:23,SCI,-59.34,,33.30,8.07,9.90
