Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/24/2025 - 05:38:44,SCI,-58.89,,32.41,8.51,10.61
Sample 00002 04/24/2025 - 05:38:49,SCI,-59.30,,32.30,8.40,10.51
Sample 00003 04/24/2025 - 05:38:53,SCI,-59.14,,32.36,8.44,10.54
