Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00011 05/20/2025 - 09:57:56,SCI,-24.67,,42.87,10.64,15.53
Sample 00012 05/20/2025 - 09:58:00,SCI,-24.00,,43.06,10.76,15.60
Sample 00013 05/20/2025 - 09:58:05,SCI,-23.87,,43.08,10.85,15.63
