Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/19/2025 - 03:52:58,SCI,-38.86,,37.53,10.73,15.48
Sample 00005 06/19/2025 - 03:53:02,SCI,-39.28,,37.43,10.69,15.36
Sample 00006 06/19/2025 - 03:53:06,SCI,-39.81,,37.36,10.40,15.17
