Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/20/2025 - 06:13:54,SCI,-33.72,,39.83,8.91,15.23
Sample 00002 05/20/2025 - 06:13:59,SCI,-33.16,,40.03,8.95,15.27
Sample 00003 05/20/2025 - 06:14:03,SCI,-32.82,,40.13,8.90,15.30
