Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 06/04/2025 - 07:49:18,SCI,-46.96,,36.75,8.29,12.38
Sample 00006 06/04/2025 - 07:49:23,SCI,-46.30,,36.92,8.47,12.50
Sample 00007 06/04/2025 - 07:49:27,SCI,-46.54,,36.85,8.47,12.46
