Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/17/2025 - 02:54:27,SCI,-39.49,,38.05,9.97,14.50
Sample 00002 04/17/2025 - 02:54:35,SCI,-39.74,,38.12,9.62,14.29
Sample 00003 04/17/2025 - 02:54:43,SCI,-39.77,,38.21,9.67,14.17
