Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 05/08/2025 - 06:53:54,SCI,-52.85,,35.79,7.67,10.77
Sample 00005 05/08/2025 - 06:53:58,SCI,-53.06,,35.71,7.68,10.75
Sample 00006 05/08/2025 - 06:54:03,SCI,-53.26,,35.65,7.68,10.71
