Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/30/2025 - 02:12:02,SCI,-55.16,,32.50,10.22,12.18
Sample 00002 04/30/2025 - 02:12:06,SCI,-54.69,,32.71,10.20,12.25
Sample 00003 04/30/2025 - 02:12:11,SCI,-54.62,,32.72,10.10,12.27
