Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00009 06/19/2025 - 03:23:53,SCI,-10.66,,47.04,8.56,15.71
Sample 00010 06/19/2025 - 03:23:58,SCI,-11.14,,46.92,8.49,15.64
Sample 00011 06/19/2025 - 03:24:02,SCI,-11.71,,46.80,8.40,15.45
