Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 05/22/2025 - 02:16:00,SCI,-44.71,,35.94,9.15,14.21
Sample 00005 05/22/2025 - 02:16:04,SCI,-45.22,,35.74,9.03,14.15
Sample 00006 05/22/2025 - 02:16:09,SCI,-44.59,,36.05,9.02,14.15
