Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/04/2025 - 04:09:29,SCI,-48.53,,36.00,9.54,12.37
Sample 00002 06/04/2025 - 04:09:34,SCI,-47.59,,36.35,9.48,12.47
Sample 00003 06/04/2025 - 04:09:38,SCI,-47.54,,36.47,9.27,12.38
